P_S03_SerialNumber,P_S03_InvItemId,P_S03_Suvinventorycode,P_S03_Pallet,P_S03_Cage,P_S03_Tote,P_S03_ItemID,P_S03_LocatorID
14111000500114,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19343010553401,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20108010551627,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18343000500774,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20109010555019,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551858,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20029010560047,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18141000500749,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18309000500709,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19337010550537,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010553408,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010553418,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010557222,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19254000500061,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20108010551795,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20017010562208,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010557317,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20022010562438,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010553486,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20109010554198,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20016010566584,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20109010554196,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20043010553547,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19176000504908,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010556377,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20029010550064,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19345010553232,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20043010553579,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20043010553570,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19343010553194,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19302010558764,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20081010553700,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19158000500221,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19168000500255,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18356000500249,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19180000500387,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20036010552447,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19158000500303,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20109010554573,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19177000505798,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18158000500947,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19163000500512,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19298010555758,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20086010557689,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20108010551664,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18349000501203,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20137010554350,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
16060000500022,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20136010553552,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18166000501808,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20137010554453,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20108010551789,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010557312,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19286000500495,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19286000500532,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19286000500464,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20108010551780,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010557296,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20022010562397,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20017010562236,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20017010562227,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010553498,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20037010565881,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20023010553998,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20036010552728,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20108010551714,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18352000500268,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20148010554711,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010557250,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19246000501763,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19179000508555,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20108010551802,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010553198,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010553384,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010553255,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010553214,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010553350,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18166000501884,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19254000500057,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20108010551805,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19253000501594,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010553503,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20107010553403,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20022010562411,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20022010562412,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
14139000500263,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20032010556028,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20018010552551,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20085010554806,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20032010556107,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
74665297367459,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
77192209030951,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20023010553479,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20027010557357,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551845,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19302010558715,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19240000500424,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
15232000500997,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
17233000500396,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
15302000502079,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20014010555711,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20016010566994,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20014010555628,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551857,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20015010560821,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20014010555494,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20014010555356,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20014010555369,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20016010566886,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20017010562189,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19361010556441,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19334010554154,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18296000500772,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18178000500809,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20081010553728,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19331010552823,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19239000500375,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19182000500609,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19177000500859,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19345010553470,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19345010553339,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19344010550540,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20036010552675,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551647,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19331010552804,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20036010552612,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20036010552586,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19361010556264,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20024010558654,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20031010559394,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19332010555438,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20018010552718,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20017010562171,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19344010555896,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20024010558579,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20031010550483,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20018010552712,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20017010562158,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20020010558344,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19179000508438,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18303000502937,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19155000500162,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19239000501463,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19136000500826,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19358010557209,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20083010551074,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19239000501871,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
14133000501274,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19253000501447,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20029010559865,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20029010559895,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20023010553414,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20023010553261,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20024010558372,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20023010553470,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19301010550997,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19361010556332,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20029010553173,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20029010553380,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19345010553454,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19345010553567,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19345010553683,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19286000500501,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19251000500609,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20029010560093,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19251000500618,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19251000500131,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20030010556310,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18269000500388,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20029010551766,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19345010553450,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19154000503764,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19152000500472,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19234000500753,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19231000500217,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18175000501945,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20037010556689,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20044010562028,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20078010554794,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19252000501525,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20020010557586,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20027010557751,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19360010551029,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20014010555214,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551965,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20038010550173,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18171000500772,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20043010564783,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20015010560807,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18155000503585,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20020010557778,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20011010553501,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551438,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551941,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551529,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20078010554683,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20038010550196,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19348010553662,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20087010554485,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20016010566497,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20037010556681,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19192000500209,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19178000500053,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20078010554610,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19158000500244,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20078010554649,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551661,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20014010555440,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551741,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20011010553493,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20043010564666,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20020010558165,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20043010564819,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20020010558197,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551578,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19182000500542,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20016010566543,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18325000502037,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19253000501560,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19347010550201,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20020010558229,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20078010554667,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19343010553380,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20041010553505,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19175000501157,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19254000500079,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19179000502660,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20150010556610,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19182000501559,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20037010556713,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19241000501393,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19234000500913,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19182000500532,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19159000500513,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19250000500206,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20037010556783,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19168000500946,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19347010550256,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19302010554778,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19347010550333,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19302010558812,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18101000501548,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19024000502555,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19181000501145,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19253000501457,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19254000500047,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20014010555710,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19347010550247,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
17233000500404,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19159000500652,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
16105000500908,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19347010550370,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18165000500270,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19178000500185,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19241000501612,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551830,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19178000500536,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18356000500103,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
18161000500587,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19182000500539,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19155000500712,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20024010558369,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19331010560840,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19242000500048,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20037010556739,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20087010554453,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20086010564397,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19178000500049,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551935,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20011010553775,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551415,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551457,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20016010566539,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20086010560430,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
17234000500351,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19253000501538,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19150000500312,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19177000505556,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19253000501600,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19179000508479,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20023010553278,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20023010553429,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20149010558813,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19253000501571,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19159000500263,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19254000500015,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20022010562465,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20078010563030,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20037010556749,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20078010554722,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20014010555895,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551983,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551743,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551408,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551535,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20042010552543,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20011010553484,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19348010553654,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
19238000502605,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20020010557814,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551446,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
20013010551700,3771,Missing,RAD1 RMA Missing,RAD1 RMA Missing,0,100005846,773207
